bnhm_id	ScientificName	ColloquialName	Kingdom	Phylum	Class	Subclass	Ordr	Suborder	Family	Superfamily	Subfamily	Tribe	Subtribe	Genus	Subgenus	SpecificEpithet	SubspecificEpithet	Taxon_Certainty	ScientificNameAuthor	IdentificationQualifier	IdentifiedBy	YearIdentified	MonthIdentified	DayIdentified	PreviousID	InstitutionCode	CollectionCode	CatalogNumberNumeric	AccessionNumber	Collector	Collector2	Collector3	Collector4	Collector5	CollectorNumber	YearCollected	MonthCollected	DayCollected	YearCollected2	MonthCollected2	DayCollected2	VerbatimCollectingLabel	VerbatimIDLabel	CollectingLabelNotes	TimeofDay	ContinentOcean	IslandGroup	Island	Country	StateProvince	County	Locality	DecimalLongitude	DecimalLatitude	HorizontalDatum	OriginalCoordSystem	VerbatimLongitude	VerbatimLatitude	MaxErrorInMeters	MinElevationMeters	MaxElevationMeters	ElevationText	MinDepthMeters	MaxDepthMeters	DepthText	GeorefReference	Lat_Long_Determined_By	Lat_Long_Determined_Date	GeorefRemarks	DateFirstEntered	EnteredBy	DateLastModified	ModifiedBy	ModifyReason	TypeStatus	Caste	LifeStage	IndividualCount	NumMales	NumFemales	NumOther	Parts	PreparationType	BasisOfRecord	Habitat	MicroHabitat	Associated_Taxon	Association_Type	OtherCatalogNumbers	RelatedCatalogItem	LoanNumber	Notes	DNASequenceNo	RecheckFlag	Collectors_Loc	Collectors_ID	HoldingInstitution	Coll_EventID	Collection_Method	parent_record	child_exists	ProjectName	
EMEC400188	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400188		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400189	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400189		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400190	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400190		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400191	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400191		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400192	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400192		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400193	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400193		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400194	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400194		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400195	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400195		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400196	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400196		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400197	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400197		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400198	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400198		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400199	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400199		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400200	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400200		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400201	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400201		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400202	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400202		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400203	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400203		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400204	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400204		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400205	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400205		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400206	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400206		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400207	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400207		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400208	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400208		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400209	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400209		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400210	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400210		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400211	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400211		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400212	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400212		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400213	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400213		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
